ensembl_gene_id,naive_padj,guard_padj,category,cascaded,naive_l2fc,guard_l2fc,deseq_padj,deseq_l2fc,edger_fdr,edger_l2fc,voom_fdr,voom_l2fc,pydeseq_padj,naive_sig,guard_sig,deseq_sig,edger_sig,voom_sig,consensus2,consensus3
ENSG00000001630,0.8886545191340919,0.9048020210692812,neither,False,0.0459432754950173,0.050488565866866,0.945941264338308,-0.0432785840143103,0.7701112710112,-0.1262666390269,0.557946760121117,-0.337382776418659,0.9469381980494412,False,False,False,False,False,False,False
ENSG00000001631,0.2710044592926268,0.4206686294293016,neither,True,0.3100612789781314,0.0699908231671427,0.652162258768058,0.0711742613131225,0.779639471387925,0.0520338491996897,0.875908181077717,0.0368091168357884,0.6542201789330179,False,False,False,False,False,False,False
ENSG00000002016,0.5171307481767086,0.2921673611681427,neither,True,0.2729748956140723,0.0887153186450802,0.768502449831224,0.0939253058595361,0.68182446723257,0.108263073980793,0.939555073598876,0.0359839829448886,0.7702475459588123,False,False,False,False,False,False,False
ENSG00000002079,0.9900845312480884,0.8517757046062062,neither,True,0.0057843462667503,0.0146315735479707,0.976997981275796,-0.0479813326931093,0.759779895600373,-0.275725821117951,0.850977380749071,-0.200459963812072,0.9776679681595456,False,False,False,False,False,False,False
ENSG00000002330,0.4337227947564192,0.4278769276888273,neither,True,0.2515053000977398,0.1215189897694203,0.810322383841354,0.0859312416839233,0.727043880201364,0.100493322099011,0.827025022255992,0.085825012049685,0.8115331020076725,False,False,False,False,False,False,False
ENSG00000002549,0.2609255119701281,0.1036878235710148,neither,True,0.3844177425675656,0.1296966482211631,0.267919620854146,0.19328296008878,0.289202621732277,0.202370919174647,0.528050046382551,0.17869789860949,0.2674014298990482,False,False,False,False,False,False,False
ENSG00000002586,0.5208960499261067,0.8454763588965243,neither,True,0.2539513684247634,0.0596406773073029,0.872017976716101,-0.0414891779788433,0.820016013024648,-0.0534416543301542,0.779728127989756,-0.0781220988245474,0.8740105283711667,False,False,False,False,False,False,False
ENSG00000002587,0.020748876332734,0.016712100406171,hit_by_both,True,-1.0027014275429746,-0.8799871191277429,0.0010612839395548,-1.6634036125618,2.2218084983599e-05,-1.83598984859196,0.0043673446545431,-2.07559468251856,0.0010185150324851,True,True,True,True,True,True,True
ENSG00000002726,0.7697938030057866,0.9824261355542646,neither,True,-0.0936104160083844,-0.4971234478467521,0.597033150209933,-1.21021493481434,0.502322415353917,-0.748462148314492,0.648457166157723,-0.403179095916533,0.601263140393712,False,False,False,False,False,False,False
ENSG00000002745,0.6977838088155165,0.6344224885418583,neither,True,0.2952828778728467,0.1577773443683577,0.986917721787522,0.0183847843048185,0.353563570472679,-0.611997109403671,0.867486499584313,0.207386153424393,0.9872641707361074,False,False,False,False,False,False,False
ENSG00000002746,0.1639607524799725,0.1339664245135146,neither,True,-0.7516860102147569,-0.5114675840527738,0.408266392934289,-0.591427457172897,0.0679499277784463,-0.947666320063604,0.0224770355558769,-1.71512186016299,0.4091672634767352,False,False,False,False,True,False,False
ENSG00000002822,0.1785554211926087,0.2578778352360762,neither,True,0.4567721468932912,0.1433354643832641,0.584989562724309,0.170208715400039,0.395612651205732,0.205920087352525,0.461869107627509,0.218964041583608,0.5867126547285337,False,False,False,False,False,False,False
ENSG00000002834,0.953296708356156,0.9625453878299538,neither,True,0.0228610746370767,0.0048909556524033,0.351701461340728,-0.19254852104551,0.274756005264029,-0.195531391145593,0.355006347461559,-0.198037916725679,0.3519615166429627,False,False,False,False,False,False,False
ENSG00000002919,0.434950466676505,0.6306379904960381,neither,True,0.2119656933724232,0.0882023764132053,0.917222928054369,0.0357823847018156,0.989155682432564,0.003886043399171,0.974460642788646,0.0116768321187134,0.9185804901789044,False,False,False,False,False,False,False
ENSG00000002933,0.8051314145060094,0.6189293636184113,neither,True,0.1063594113620147,0.1382385157811808,0.892541261538326,-0.131726708064891,0.98174084334791,0.0159490862259679,0.771531704740506,0.268331394539457,0.8943723219741908,False,False,False,False,False,False,False
ENSG00000003056,0.4642989287349384,0.5133022385289828,neither,True,0.2173474452679826,0.0651520709123649,0.775576889818458,0.0664678190342208,0.848905500924941,0.0425421443929872,0.862805796444118,-0.0506751442396527,0.7774258515824811,False,False,False,False,False,False,False
ENSG00000003096,0.9999568896241066,0.8601417625424931,neither,True,1.8211378671306733e-05,1.003219299732555e-05,0.885059046787249,0.111955653113771,0.759116443734439,0.16715638223512,0.732886390781001,-0.333968372560073,0.8870862366617545,False,False,False,False,False,False,False
ENSG00000003137,0.9744640824324244,0.8983291023444759,neither,True,-0.0188248537064756,-0.0049341770780002,0.779902660334576,-0.112757127281246,0.769337488639364,-0.104583621398644,0.410019637203004,-0.309197845373226,0.7815503123703819,False,False,False,False,False,False,False
ENSG00000003147,0.1150994937831921,0.0951958173576248,neither,True,-0.7187444532750042,-0.3038523294725481,0.0068483341616943,-0.958524939812402,0.0038060857612779,-0.983061483007023,0.0197376937597601,-1.14106626685599,0.0066458645559774,False,False,True,True,True,True,True
ENSG00000003249,0.267048861566182,0.2707726521949931,neither,False,0.5755085521916921,0.2920049257636157,0.156050528531724,0.764292575495991,0.1652213866927,0.669617310952912,0.442356315308024,0.549153339784727,0.1547136397654685,False,False,False,False,False,False,False
ENSG00000003393,0.0721312120284607,0.0212598694337386,guardian_only,True,0.4898120973437985,0.1186939080576153,0.0350291127476023,0.232554353397822,0.0445407806079208,0.234727299605303,0.0772219894932092,0.239279291596636,0.0340600705586483,False,True,True,True,False,True,False
ENSG00000003400,0.9913625064754784,0.9932113045555117,neither,False,0.00747454283891,0.0035833527310485,0.8559237085869,-0.118745560406018,0.639208104785796,-0.213091017585929,0.571547818821451,-0.325918388021602,0.8576207335869478,False,False,False,False,False,False,False
ENSG00000003402,0.020748876332734,0.0081712983051762,hit_by_both,True,0.7023733910010277,0.1262802851801262,9.57457493677887e-05,0.587983310691979,8.69590322515411e-05,0.506833650666634,0.0058105020865717,0.38413122115784,9.175775612950208e-05,True,True,True,True,True,True,True
ENSG00000003436,0.973548492827522,0.97757625515589,neither,False,0.0239514113478609,0.0107649616565,0.764779340352182,-0.198566782455089,0.887870143455278,-0.0851783137298829,0.973151328062159,0.0375949092954502,0.7662637337283549,False,False,False,False,False,False,False
ENSG00000003509,0.0755175266043526,0.0272850579737511,guardian_only,True,0.5311355598118048,0.1599553847654147,0.030206057677982,0.259538125345474,0.0664844532783493,0.246294311527573,0.116126730572168,0.244719036792433,0.0293908340177456,False,True,True,False,False,False,False
ENSG00000003756,0.516180513021027,0.8925046431260527,neither,True,0.1995583682905746,0.0354514438476211,0.892541261538326,-0.0301784325298866,0.860852492626049,-0.0356447573449876,0.766320642204318,-0.0681911511433638,0.8942321626758909,False,False,False,False,False,False,False
ENSG00000003987,0.6743840578619961,0.8657842985833889,neither,True,0.1808992910109721,0.404741343778123,0.930838751499463,-0.154692234905262,0.034338501825543,1.34224684468759,0.931774545058668,0.11081664328608,0.9325166580747184,False,False,False,True,False,False,False
ENSG00000003989,0.8281276505206543,0.8890255810508744,neither,True,-0.1595663528666788,-0.0856159360972505,0.751745878043441,-0.270870712416267,0.742598592980334,-0.22127065441685,0.767685125381402,-0.349506325568681,0.7535757720947314,False,False,False,False,False,False,False
ENSG00000004059,0.3913551915156936,0.4577803342132577,neither,True,0.2396616010393231,0.0911602687022591,0.953644238178697,0.0217583239706482,0.924585494727132,0.0297678669729819,0.857674481036428,0.0571314725765439,0.954637972532987,False,False,False,False,False,False,False
ENSG00000004139,0.3417351029768545,0.4503832687349635,neither,True,0.359097836705061,0.1026330782111923,0.72741248735403,0.115642185836304,0.62739591039759,0.131118329807199,0.660215129492819,0.154921400074532,0.7292944501822056,False,False,False,False,False,False,False
ENSG00000004142,0.1770618426946144,0.1406173756144823,neither,True,0.4465982242091488,0.128068645008323,0.353483035322462,0.137508322878105,0.446405494691467,0.128016554532471,0.425599557491484,0.161429391032295,0.3539751599538848,False,False,False,False,False,False,False
ENSG00000004399,0.8146575064381674,0.8729054116094881,neither,True,0.1269405554419265,0.0272559913059389,0.589868887447086,-0.194216736312452,0.568677023908291,-0.186842321133335,0.639940528393346,-0.195555855844271,0.5919652636682944,False,False,False,False,False,False,False
ENSG00000004455,0.4183033495861951,0.5666075225618179,neither,True,0.2224819718005024,0.0524411712306231,0.969769760952361,0.0090201630438158,0.955914983484664,-0.0114073689379644,0.962636995879081,-0.0119668041911174,0.9705368110221104,False,False,False,False,False,False,False
ENSG00000004468,0.932235795013063,0.9599011769164986,neither,True,0.0407097160826568,0.0488846624513148,0.897484331398784,0.126949357225121,0.92519169221096,-0.0718976120473289,0.988620738265897,-0.0159063042421626,0.899355267538716,False,False,False,False,False,False,False
ENSG00000004478,0.1327539533450294,0.1769612432492297,neither,True,0.4016074870684889,0.1151995560676368,0.477146807707012,0.157710098436774,0.473305115057237,0.152384648501316,0.442356315308024,0.197265909705052,0.4781624463785348,False,False,False,False,False,False,False
ENSG00000004487,0.3335038620334445,0.3221926511075249,neither,True,0.2763333149938809,0.0638518913682948,0.631929589364295,0.0951777325661815,0.617759159204718,0.102636118152649,0.766320642204318,0.0782582714684533,0.6337388701824681,False,False,False,False,False,False,False
ENSG00000004534,0.6680534662722398,0.8704017455735579,neither,True,0.1520492431588831,0.0313889329113627,0.826304868055492,-0.0637320522264347,0.831014365335286,-0.053405905761448,0.644466000511525,-0.123634869990051,0.8275667247291018,False,False,False,False,False,False,False
ENSG00000004660,0.6740156779734674,0.5486219224987887,neither,True,0.1778495046492785,0.0648989338979304,0.661924006722691,-0.1746146964959,0.730241761459903,-0.119575259859514,0.918923294594453,-0.0550472666619333,0.6637480564813873,False,False,False,False,False,False,False
ENSG00000004700,0.4565542225760537,0.1275886108617309,neither,True,0.2719803572775401,0.0799456528749163,0.442076151581907,0.194154129855863,0.43189776618797,0.196323181526343,0.818831068323065,0.0961738691970991,0.4429529760502693,False,False,False,False,False,False,False
ENSG00000004766,0.3682141943348823,0.5946052456550898,neither,True,0.2191721616304338,0.0606414921810754,0.924019267373267,0.0213592511265544,0.991354768227554,-0.0023023038545326,0.969209738803669,-0.0107663097331482,0.9253685191593468,False,False,False,False,False,False,False
ENSG00000004776,0.3679916024345551,0.3801589682565096,neither,False,-0.4384957996119301,-0.218399814319682,0.197621765165645,-0.618671277386235,0.144401221993075,-0.647648176696697,0.251454939661378,-0.744790689436027,0.1967777141167313,False,False,False,False,False,False,False
ENSG00000004777,0.8850567982309044,0.9680112541085252,neither,True,0.0719806039348434,0.0224241899342981,0.294363643987474,-0.300881292862785,0.325692827542594,-0.254795980689501,0.722207882107623,-0.136174065780523,0.2943357799256574,False,False,False,False,False,False,False
ENSG00000004779,0.0173313162240984,0.0049735665196399,hit_by_both,True,0.627103647424442,0.3046044625549762,0.0027990773586811,0.458891734954328,0.0130045227389253,0.433502891118198,0.0283366431716701,0.465616714670997,0.0026947389652929,True,True,True,True,True,True,True
ENSG00000004799,0.939062633723357,0.9475052626267708,neither,False,0.0522698724355783,0.0314489305150739,0.894843479855855,-0.11443346846799,0.739696763349316,-0.213279220985335,0.787120817602269,-0.258648952139675,0.8964879581393063,False,False,False,False,False,False,False
ENSG00000004809,0.1880811045375223,0.270889697070025,neither,True,-0.2224027037939029,-1.5803908209283022,0.11658885592142,-2.08867889050034,0.122383014743048,-1.4866337798322,0.256825628644642,-0.789928329317482,,False,False,False,False,False,False,False
ENSG00000004838,0.1700215765453979,0.0775313169344498,neither,True,0.4649176400617925,0.6270809164489713,0.582031705862462,0.471623571461413,0.320728185586289,0.586493694746882,0.299137101522744,0.831069059100552,0.5851615402987259,False,False,False,False,False,False,False
ENSG00000004846,0.8004413110767441,0.8093470484173345,neither,True,-0.1163535728579724,-0.3279935707034707,0.892541261538326,0.286551022221467,0.0281175589221943,-1.68485417731696,0.812085694839358,-0.275401683998636,0.8945996181851134,False,False,False,True,False,False,False
ENSG00000004848,0.6525741245388975,0.9860396607360788,neither,True,0.2179612487381895,0.3408354654997757,0.386487813888427,0.936691172937213,0.0606277895769052,1.04901153891915,0.963236423196354,-0.0687267885047804,0.3879030378214392,False,False,False,False,False,False,False
ENSG00000004864,0.3980976997368644,0.7928163454797709,neither,True,0.2625533256382093,0.0881639692214519,0.626262077756027,0.132923849917356,0.907686606794473,0.0306791963092179,0.913467228819525,-0.0330818942580974,0.6280521073276027,False,False,False,False,False,False,False
ENSG00000004866,0.2493080253097077,0.417777313523387,neither,True,0.328729246994647,0.1038005543018054,0.474566915104562,0.14801340413551,0.511319843690632,0.131129053411985,0.687357267126828,0.107512177098824,0.4758250474694982,False,False,False,False,False,False,False
ENSG00000004897,0.8631609642705013,0.8146231611373149,neither,True,0.0608556698971609,0.0129443718202292,0.0875919519668362,-0.251325719104239,0.988820131967963,0.0041439221029393,0.33042061291373,-0.197626715781156,0.085619739911065,False,False,False,False,False,False,False
ENSG00000004939,0.441435953530292,0.8567375580429852,neither,True,-0.2460390069238714,-0.9187348205167312,0.246414821420656,-1.41528541844672,0.0016585561055957,-2.41950640907577,0.619601037435136,-0.459256634515959,0.2503273061100409,False,False,False,True,False,False,False
ENSG00000004961,0.7930333268364487,0.8723004518423116,neither,True,0.0890304129380163,0.0482518087617212,0.886909666518679,-0.0580746588782658,0.959693075232382,-0.0197507287015989,0.954331308700087,-0.0295715037930684,0.8888450762904108,False,False,False,False,False,False,False
ENSG00000004975,0.273783047443943,0.6383447424177277,neither,True,0.2925992978095451,0.0765013074101098,0.922989154106199,0.0254680035507802,0.884650158869597,0.0304427489482372,0.744124874911043,0.0768370308528491,0.9244617226497868,False,False,False,False,False,False,False
ENSG00000005001,0.9684684580656636,0.6789294602523874,neither,True,0.0236332671856123,0.0478418814879898,0.895553729814121,-0.285660926305653,0.613687054025974,0.473994343384265,0.939971620703756,0.11184573858628,0.8972123661718724,False,False,False,False,False,False,False
ENSG00000005007,0.276293731963317,0.4537739107338526,neither,True,0.3253729239389917,0.0756797979287513,0.72219685422475,0.0795350800824139,0.629107718726755,0.0870904787781488,0.777547786182331,0.0643756344737352,0.7241401944820759,False,False,False,False,False,False,False
ENSG00000005020,0.8892750574135636,0.9048020210692812,neither,False,0.112066133654789,0.0440286695323018,0.649455283560545,0.326050393411711,0.757809126304323,0.214032439114852,0.682125012126885,-0.382510141453007,0.6512969708164505,False,False,False,False,False,False,False
ENSG00000005022,0.266626482465553,0.2902159934396255,neither,True,0.4105737245972145,0.1242089125676516,0.565565381863355,0.171189898456161,0.553329368072559,0.168474528771358,0.627032078678697,0.176339985729041,0.5674476392615656,False,False,False,False,False,False,False
ENSG00000005059,0.0927706602249142,0.0854879254753281,neither,True,0.6312186737958676,0.2767289199256167,0.213234291154005,0.379969245526853,0.341516416559126,0.283851264280778,0.459363379808777,0.311506030455012,0.2130089006273798,False,False,False,False,False,False,False
ENSG00000005073,0.1245781657382595,0.2561490934171612,neither,True,0.7310127246249802,0.7271326708432255,0.105061928468275,1.27877327046407,0.006914148244562,1.3716730131879,0.498922953362708,0.757505228843421,0.1042639404339946,False,False,False,True,False,False,False
ENSG00000005075,0.2902156362102412,0.3271919613842844,neither,True,0.3032997642704034,0.1833646061527964,0.587147725659524,0.15817209168437,0.59246838777914,0.143681422239875,0.682894778042839,0.154685480326638,0.5889134871246872,False,False,False,False,False,False,False
ENSG00000005100,0.3000827914864623,0.4880298402907682,neither,True,0.2816876735761076,0.0777428588015078,0.573821770789438,0.0907582110059464,0.637457582082003,0.0790302329792416,0.989373322992621,0.0035263797792871,0.5758041623749799,False,False,False,False,False,False,False
ENSG00000005102,0.3709958067722007,0.3826814600233612,neither,False,-0.5107983108680574,-0.2247401533725534,0.431589716068986,-0.459026858835691,0.43561719997225,-0.412350881124154,0.563279907843921,-0.550088378385046,0.4327780056001996,False,False,False,False,False,False,False
ENSG00000005108,0.3576105890497069,0.3686635623198311,neither,False,-0.5654775159249321,-0.224285487151007,0.537532055927167,-0.386025549584739,0.522843247034532,-0.360848985268699,0.268894172726646,-0.802235401201546,0.5393790441277633,False,False,False,False,False,False,False
ENSG00000005156,0.0782060493142831,0.0316447185059476,guardian_only,True,0.5270924332396385,0.1287212082471948,0.0170398745931976,0.339889337755909,0.0147904720121604,0.350193735853423,0.141958493668294,0.269438708994496,0.0166988893159652,False,True,True,True,False,True,False
ENSG00000005175,0.1947277706584164,0.1327579991937357,neither,True,0.3958287908887765,0.133777353380839,0.261491887385385,0.192862045203495,0.371546535345211,0.168979121359975,0.554796999351973,0.14710931620729,0.2608055133367968,False,False,False,False,False,False,False
ENSG00000005187,0.0385992854449787,0.0229259027321438,hit_by_both,True,0.9352177288273024,0.5635564337361414,0.174422633098725,0.744783541759118,0.0535883208868166,0.825449293691103,0.0638918499536524,1.34722809331606,0.1737080364032064,True,True,False,False,False,False,False
ENSG00000005189,0.4242289065212756,0.4761486172092535,neither,True,0.2926281829790271,0.1907021921835519,0.65306787805218,0.207007226060533,0.470162359410361,0.25525036047076,0.507842566592509,0.399338381353709,0.6549437953938985,False,False,False,False,False,False,False
ENSG00000005194,0.2999667070529998,0.196749260825012,neither,True,0.3450678322070528,0.1225490174583972,0.290090328801546,0.1729009700951,0.401992942593707,0.159478151832641,0.556205245113296,0.166652713482085,0.289948092139644,False,False,False,False,False,False,False
ENSG00000005206,0.3299647530976321,0.4952945952109227,neither,True,0.3515699972737733,0.095776064832024,0.957708795087024,0.0220455712392334,0.884766527836089,0.0434515687244579,0.76331518969625,0.0994211491493891,0.9584920283987428,False,False,False,False,False,False,False
ENSG00000005238,0.5393984910057951,0.7529617298302707,neither,True,0.2168711494333539,0.072401866956985,0.964990469029294,-0.0171456454892187,0.906611086446316,-0.0330027813126667,0.900212258018452,-0.0418721905821204,0.9658546804742622,False,False,False,False,False,False,False
ENSG00000005243,0.5337725628672542,0.3975994281278106,neither,True,-0.3034896067442796,-0.174455126831879,0.140898690571756,-0.667773478753232,0.037678518447288,-0.772715399296594,0.279961564520264,-0.753635988981367,0.1392793273413758,False,False,False,True,False,False,False
ENSG00000005249,0.5154802575044055,0.2060594352383337,neither,True,0.3392183471534178,0.1009803598223307,0.27756573004051,0.374131211885862,0.253803737256921,0.366078932985931,0.889733897820301,0.0881031637173776,0.2775638836377977,False,False,False,False,False,False,False
ENSG00000005302,0.115916461652533,0.0822495777703648,neither,True,0.4855048368721855,0.1477170740223327,0.223190581276235,0.209545802198005,0.272688434030034,0.190331459022428,0.365472484865362,0.198483062940568,0.2228810245646156,False,False,False,False,False,False,False
ENSG00000005339,0.2912244747115475,0.4503832687349635,neither,True,0.3233752729422319,0.0587081643195747,0.75443626725897,0.0665566860754338,0.661784733209837,0.0773538265883635,0.881961528613945,0.0348455111073423,0.75615682606404,False,False,False,False,False,False,False
ENSG00000005379,0.1908480364557142,0.1789645512585141,neither,True,0.946992567876242,0.4459224489005167,0.182576952754586,0.96655637760587,0.108727914768908,0.988201913973714,0.21535589613914,1.2063953947345,0.181555498869275,False,False,False,False,False,False,False
ENSG00000005381,0.4832058357109552,0.9060670403702346,neither,True,-0.1539015540588896,-1.088181782737227,0.191133384937947,-2.00256438747711,0.222333837323064,-1.30375255572865,0.505747555987209,-0.51096215324013,,False,False,False,False,False,False,False
ENSG00000005421,0.4837028635141077,0.3270706607670972,neither,True,-0.1655205436617194,-0.9115495696912544,0.183912698553986,-2.03702596411662,0.0669449719405534,-1.57877007952074,0.197713054140672,-0.894574282496996,,False,False,False,False,False,False,False
ENSG00000005436,0.077668375149046,0.0481078232524391,guardian_only,True,0.6246937102156807,0.1720976132027303,0.0392945050044679,0.347178325841172,0.0836154206414931,0.325993034868605,0.1811986825642,0.315718691376008,0.0381828099365023,False,True,True,False,False,False,False
ENSG00000005448,0.3917134908108319,0.4053005966764041,neither,False,0.3217427493525693,0.1976765873768977,0.611193323983915,0.235118986296905,0.347915496733629,0.312111602219102,0.639624466628833,0.281252091937152,0.613304994349624,False,False,False,False,False,False,False
ENSG00000005469,0.0846909845151741,0.1368697386779771,neither,True,0.4600560186994737,0.1538578726505943,0.124285767606461,0.265215266522563,0.189886182677794,0.2369177757212,0.357477318615182,0.206853244572888,0.1230635833209434,False,False,False,False,False,False,False
ENSG00000005471,0.9869722832441148,0.9899015251701124,neither,True,-0.0105793673974639,-0.0090915253662238,0.996280331730108,0.0037580777139803,0.754255600847904,0.185154772310612,0.854203304227492,-0.186461931544091,0.996436783425411,False,False,False,False,False,False,False
ENSG00000005483,0.1924525645203546,0.3221926511075249,neither,True,0.2996868913617341,0.0565243881719832,0.618415492018383,0.086048817344562,0.778388983041395,0.0444092897934401,0.832226145832478,0.0399577822774771,0.6200932223758643,False,False,False,False,False,False,False
ENSG00000005486,0.1656478351900348,0.1440233352054802,neither,True,0.4804895970198384,0.1558975917451044,0.177093638632647,0.343520742650295,0.172627127985182,0.31764410121519,0.461376638928289,0.232476880757426,0.1761296491059865,False,False,False,False,False,False,False
ENSG00000005513,0.8390532171137959,0.2933094064874513,neither,True,0.1343512804709821,0.0387376695453439,0.328287603273969,0.39626474226029,0.291324526577402,0.394398920633401,0.726046872852762,-0.250227771167715,0.3283522023334185,False,False,False,False,False,False,False
ENSG00000005700,0.7476668193853492,0.7710334725750664,neither,True,0.1195615537741883,0.0261530190730471,0.249734238027987,-0.152344445801701,0.302849285867247,-0.16658862873659,0.321268708357794,-0.186339694247403,0.249241727753035,False,False,False,False,False,False,False
ENSG00000005801,0.698057411654605,0.7896880485666311,neither,True,0.129024621426856,0.0397156826264627,0.813886003679901,-0.0650594014937176,0.898103289806978,-0.0334943909716822,0.937839178354076,-0.0275511182725223,0.8151285821716246,False,False,False,False,False,False,False
ENSG00000005810,0.9461573776816584,0.5407137202650878,neither,True,-0.0288893454463066,-0.0054312416139408,0.0413030201648446,-0.273660392500423,0.0876457265545961,-0.250403403827856,0.0843545106695894,-0.277001713709311,0.0401435177293419,False,False,True,False,False,False,False
ENSG00000005812,0.7966621176494733,0.9015031609992384,neither,True,0.0859564087931845,0.0230797703747683,0.293803236250951,-0.16594231595427,0.283985640601074,-0.190184207134207,0.425812444703954,-0.176398079000557,0.293579570211664,False,False,False,False,False,False,False
ENSG00000005844,0.3834600820977304,0.258931775649771,neither,True,0.4642269285655009,0.4593857687265358,0.660938116483066,0.415368073492816,0.722869542172122,0.287937400391059,0.512518101304161,0.643389076917854,0.6634329478311394,False,False,False,False,False,False,False
ENSG00000005882,0.4675406158860894,0.4139844685077671,neither,True,0.2533445899667716,0.0737548071785787,0.902671933753406,0.035876535294983,0.811674013481452,0.0544178309833725,0.912917852684744,0.034111899086272,0.9040942971365036,False,False,False,False,False,False,False
ENSG00000005884,0.3571964007416804,0.3679900501871173,neither,False,0.4634938141088254,0.1379245225981086,0.667742285174741,0.230188300438728,0.729113953473144,0.169866917736552,0.670046947832491,0.226200892868555,0.669809072341092,False,False,False,False,False,False,False
ENSG00000005889,0.1354086422081658,0.0983361295049963,neither,True,0.4350048182555532,0.0964826066469714,0.196277483065962,0.202387955803272,0.32183974810829,0.17484145867512,0.52057714934531,0.145861331900578,0.1954488413380186,False,False,False,False,False,False,False
ENSG00000005893,0.8350165018810948,0.8666185272292772,neither,True,0.0764185026931336,0.0185550943927605,0.628025829136337,-0.136293191902652,0.326160657923988,-0.225174560489796,0.363655364923344,-0.23293882981223,0.6304653244964334,False,False,False,False,False,False,False
