ensembl_gene_id,test_used,statistic,raw_p_value,adjusted_p_value,log2_fold_change,mean_primary,mean_metastasis,guardian_confidence,assumptions_passed,cascaded,n_violations,test_failed
ENSG00000003402,mann_whitney,487.0,4.532772653765882e-05,0.00817129830517623,0.12628028518012624,7.678233675680946,8.380607066681979,0.7222222222222222,False,True,1,False
ENSG00000003436,t_test,-0.07769850259155534,0.938242300478149,0.97757625515589,0.010764961656500071,3.1979514451103093,3.22190285645817,1.0,True,False,0,False
ENSG00000003509,mann_whitney,577.0,0.0008138716951313879,0.027285057973751192,0.15995538476541477,4.529840878347211,5.060976438159013,0.7222222222222222,False,True,1,False
ENSG00000003756,mann_whitney,949.0,0.7423713357209539,0.8925046431260527,0.035451443847621146,8.021649001149699,8.221207369440274,0.7222222222222222,False,True,1,False
ENSG00000003987,mann_whitney,944.0,0.6908526780621502,0.8657842985833889,0.404741343778123,0.5585870952710763,0.7394863862820485,0.4444444444444444,False,True,2,False
ENSG00000003989,mann_whitney,1032.0,0.7361592434357143,0.8890255810508744,-0.08561593609725052,2.769389262640396,2.609822909773716,0.8148148148148148,False,True,1,False
ENSG00000004059,mann_whitney,825.0,0.18182730147730586,0.4577803342132577,0.09116026870225914,3.6742962013235054,3.9139578023628285,0.8148148148148148,False,True,1,False
ENSG00000004139,mann_whitney,823.0,0.17657287549831124,0.4503832687349635,0.10263307821119237,4.87035457172452,5.229452408429581,0.7222222222222222,False,True,1,False
ENSG00000004142,mann_whitney,701.0,0.01920157216220912,0.14061737561448234,0.128068645008323,4.810939295341008,5.257537519550156,0.537037037037037,False,True,2,False
ENSG00000004399,mann_whitney,1037.0,0.7058665706751424,0.8729054116094881,0.027255991305938945,6.655858139877254,6.7827986953191814,0.7222222222222222,False,True,1,False
ENSG00000004455,mann_whitney,856.0,0.2785683286596675,0.5666075225618179,0.05244117123062317,6.010074966757899,6.232556938558401,0.7222222222222222,False,True,1,False
ENSG00000004468,mann_whitney,973.0,0.8933113868177933,0.9599011769164986,0.048884662451314835,1.181194295093171,1.221904011175828,0.4444444444444444,False,True,2,False
ENSG00000004478,mann_whitney,721.0,0.029312598575025783,0.17696124324922974,0.11519955606763681,4.8313767010688435,5.232984188137332,0.7222222222222222,False,True,1,False
ENSG00000004487,mann_whitney,781.0,0.09059412040619359,0.32219265110752493,0.06385189136829486,6.106437364812478,6.38277067980636,0.4444444444444444,False,True,2,False
ENSG00000004534,mann_whitney,942.0,0.6998450830376717,0.8704017455735579,0.031388932911362764,6.912723384727723,7.064772627886602,0.7222222222222222,False,True,1,False
ENSG00000004660,mann_whitney,851.0,0.26096079009755757,0.5486219224987887,0.06489893389793044,3.8653137848205184,4.043163289469797,0.537037037037037,False,True,2,False
ENSG00000004700,mann_whitney,693.0,0.01610548424204072,0.12758861086173098,0.07994565287491635,4.7734089211022255,5.0453892783797665,0.4444444444444444,False,True,2,False
ENSG00000004766,mann_whitney,864.0,0.3083882612012254,0.5946052456550898,0.06064149218107546,5.105410009570625,5.324582171201057,0.7222222222222222,False,True,1,False
ENSG00000004776,t_test,1.543361867865738,0.12629137614134736,0.38015896825650963,-0.218399814319682,3.1213720969426815,2.6828762973307514,1.0,True,False,0,False
ENSG00000004777,mann_whitney,1004.0,0.9127491590758426,0.9680112541085251,0.022424189934298188,4.59508673314989,4.6670673370847355,0.537037037037037,False,True,2,False
ENSG00000004779,mann_whitney,461.0,1.790426659212487e-05,0.004973566519639973,0.30460446255497625,2.6676183269404747,3.2947219743649176,0.537037037037037,False,True,2,False
ENSG00000004799,t_test,-0.17257848214118301,0.8633746201166167,0.9475052626267707,0.03144893051507396,2.3717994486103087,2.4240693210458875,1.0,True,False,0,False
ENSG00000004809,mann_whitney,1173.5,0.06588295148606396,0.270889697070025,-1.5803908209283022,0.33413430562670465,0.11173160183280172,0.2592592592592592,False,True,3,False
ENSG00000004838,mann_whitney,654.0,0.006098032752531392,0.07753131693444981,0.6270809164489713,0.8539422135151973,1.3188598535769895,0.7222222222222222,False,True,1,False
ENSG00000004846,mann_whitney,932.0,0.5910216607927621,0.8093470484173345,-0.32799357070347074,0.5721659089747007,0.45581233611672833,0.4444444444444444,False,True,2,False
ENSG00000004848,mann_whitney,996.5,0.9596654140505237,0.9860396607360787,0.3408354654997757,0.8178971328029941,1.0358583815411835,0.4444444444444444,False,True,2,False
ENSG00000004864,mann_whitney,919.0,0.5671816878628384,0.7928163454797709,0.08816396922145193,4.166422929540445,4.428976255178655,0.7222222222222222,False,True,1,False
ENSG00000004866,mann_whitney,813.0,0.15198738972933035,0.417777313523387,0.10380055430180544,4.406522582260671,4.735251829255315,0.7222222222222222,False,True,1,False
ENSG00000004897,mann_whitney,1055.0,0.6006203608987881,0.8146231611373149,0.01294437182022923,6.752192703010676,6.813048372907836,0.4444444444444444,False,True,2,False
ENSG00000004939,mann_whitney,1037.0,0.6735308674229412,0.8567375580429852,-0.9187348205167312,0.5223455375789104,0.27630653065503896,0.4444444444444444,False,True,2,False
ENSG00000004961,mann_whitney,942.5,0.7028523695891689,0.8723004518423116,0.04825180876172128,2.617679465507199,2.7067098784452166,0.7222222222222222,False,True,1,False
ENSG00000004975,mann_whitney,876.0,0.3569393234760013,0.6383447424177277,0.07650130741010985,5.3729585049034725,5.665557802713019,0.537037037037037,False,True,2,False
ENSG00000005001,mann_whitney,899.0,0.4053581195669672,0.6789294602523874,0.0478418814879898,0.7009212600542004,0.7245545272398128,0.4444444444444444,False,True,2,False
ENSG00000005007,mann_whitney,824.0,0.17918576710915035,0.4537739107338526,0.07567979792875133,6.041367389394023,6.366740313333014,0.7222222222222222,False,True,1,False
ENSG00000005020,t_test,-0.29695596937932867,0.7671920740714919,0.9048020210692813,0.04402866953230183,3.6163423475977994,3.7284084812525893,1.0,True,False,0,False
ENSG00000005022,mann_whitney,770.0,0.0748222270291059,0.2902159934396255,0.1242089125676516,4.5665004500427635,4.977074174639977,0.4444444444444444,False,True,2,False
ENSG00000005059,mann_whitney,659.0,0.007305642261848576,0.08548792547532814,0.2767289199256167,2.9852616165839327,3.6164802903798,0.537037037037037,False,True,2,False
ENSG00000005073,mann_whitney,759.5,0.05890488289667248,0.2561490934171612,0.7271326708432255,1.1154609783491833,1.846473702974164,0.16666666666666663,False,True,3,False
ENSG00000005075,mann_whitney,782.5,0.09292535371448159,0.32719196138428447,0.18336460615279643,2.237894970043287,2.54119473431369,0.4444444444444444,False,True,2,False
ENSG00000005100,mann_whitney,834.0,0.20691203066734343,0.4880298402907682,0.07774285880150783,5.087774610030994,5.369462283607103,0.7222222222222222,False,True,1,False
ENSG00000005102,t_test,1.5353147335130855,0.1282540303366197,0.38268146002336123,-0.22474015337255346,3.5410417626953667,3.0302434518273094,1.0,True,False,0,False
ENSG00000005108,t_test,1.5752449739175198,0.11874810309761874,0.36866356231983116,-0.224285487151007,3.9274419839475514,3.361964468022618,1.0,True,False,0,False
ENSG00000005156,mann_whitney,586.0,0.0010567227185594354,0.031644718505947626,0.12872120824719488,5.647974100563337,6.175066533802977,0.537037037037037,False,True,2,False
ENSG00000005175,mann_whitney,696.0,0.01721108626261686,0.13275799919373577,0.13377735338083901,4.07388006636354,4.469708857252318,0.4444444444444444,False,True,2,False
ENSG00000005187,mann_whitney,565.0,0.0005667133202555557,0.022925902732143857,0.5635564337361414,1.9568992150794156,2.892116943906718,0.8148148148148148,False,True,1,False
ENSG00000005189,mann_whitney,830.5,0.19681137696632967,0.4761486172092535,0.19070219218355192,2.0706911599631805,2.3633193429422086,0.7222222222222222,False,True,1,False
ENSG00000005194,mann_whitney,730.5,0.03553933049765196,0.196749260825012,0.12254901745839727,3.8921821225676876,4.237249954774739,0.4444444444444444,False,True,2,False
ENSG00000005206,mann_whitney,836.0,0.21281237227092875,0.4952945952109227,0.095776064832024,5.121932760151436,5.473502757425208,0.537037037037037,False,True,2,False
ENSG00000005238,mann_whitney,908.0,0.5082996490709766,0.7529617298302707,0.07240186695698501,4.213892135142523,4.4307632845758755,0.7222222222222222,False,True,1,False
ENSG00000005243,mann_whitney,1173.0,0.13840923908707228,0.3975994281278106,-0.17445512683187908,2.6645763520883086,2.3610867453440285,0.8148148148148148,False,True,1,False
ENSG00000005249,mann_whitney,735.0,0.03886371332844515,0.2060594352383337,0.10098035982233076,4.678743641132957,5.017961988286373,0.4444444444444444,False,True,2,False
ENSG00000005302,mann_whitney,656.0,0.0067930344184167265,0.08224957777036483,0.14771707402233272,4.503125772014862,4.988630608887047,0.7222222222222222,False,True,1,False
ENSG00000005339,mann_whitney,823.0,0.17657287549831124,0.4503832687349635,0.05870816431957475,7.786036258733437,8.109411531675669,0.7222222222222222,False,True,1,False
ENSG00000005379,mann_whitney,722.0,0.029907499943267298,0.17896455125851415,0.44592244890051674,2.614666721074817,3.561659288951058,0.7222222222222222,False,True,1,False
ENSG00000005381,mann_whitney,1019.0,0.76866412561147,0.9060670403702346,-1.0881817827372273,0.29057425415370647,0.13667270009481672,0.4444444444444444,False,True,2,False
ENSG00000005421,mann_whitney,1151.0,0.0928668725274198,0.32707066076709723,-0.9115495696912543,0.3533847489641739,0.1878642053024544,0.4444444444444444,False,True,2,False
ENSG00000005436,mann_whitney,616.0,0.00243357968548579,0.04810782325243914,0.1720976132027303,4.930671688344866,5.555365398560547,0.7222222222222222,False,True,1,False
ENSG00000005448,t_test,-1.477304059257383,0.14312414604917345,0.4053005966764041,0.19767658737689772,2.190963306526163,2.512706055878732,1.0,True,False,0,False
ENSG00000005469,mann_whitney,699.0,0.018382710576638782,0.1368697386779771,0.1538578726505943,4.087914708793119,4.547970727492593,0.7222222222222222,False,True,1,False
ENSG00000005471,mann_whitney,995.0,0.970822358351047,0.9899015251701124,-0.00909152536622384,1.6840895302833083,1.6735101628858446,0.8148148148148148,False,True,1,False
ENSG00000005483,mann_whitney,781.0,0.09059412040619359,0.32219265110752493,0.056524388171983256,7.500165904528979,7.79985279589071,0.2592592592592592,False,True,3,False
ENSG00000005486,mann_whitney,703.0,0.020053135291973504,0.14402333520548027,0.15589759174510442,4.210589616178325,4.691079213198164,0.7222222222222222,False,True,1,False
ENSG00000005513,mann_whitney,771.0,0.07615646423242758,0.29330940648745135,0.0387376695453439,4.936728145666146,5.071079426137128,0.2592592592592592,False,True,3,False
ENSG00000005700,mann_whitney,1067.0,0.5346617621809248,0.7710334725750664,0.026153019073047144,6.535847202888378,6.655408756662569,0.7222222222222222,False,True,1,False
ENSG00000005801,mann_whitney,918.0,0.5616964841977559,0.7896880485666311,0.039715682626462766,4.622677346357908,4.751701967784765,0.4444444444444444,False,True,2,False
ENSG00000005810,mann_whitney,1131.0,0.2541380308244199,0.5407137202650878,-0.005431241613940856,7.688300412688162,7.6594110672418525,0.537037037037037,False,True,2,False
ENSG00000005812,mann_whitney,1028.0,0.7608494708312427,0.9015031609992383,0.02307977037476833,5.330191780770738,5.416148189563923,0.7222222222222222,False,True,1,False
ENSG00000005844,mann_whitney,759.0,0.06052617054698552,0.258931775649771,0.4593857687265358,1.23808274688056,1.7023096754460607,0.4444444444444444,False,True,2,False
ENSG00000005882,mann_whitney,812.0,0.1496798478767659,0.41398446850776716,0.07375480717857875,4.830002373368113,5.083346963334883,0.4444444444444444,False,True,2,False
ENSG00000005884,t_test,-1.5763301232130782,0.11849782701796728,0.3679900501871173,0.13792452259810867,4.620105642073921,5.0835994561827444,1.0,True,False,0,False
ENSG00000005889,mann_whitney,671.0,0.009735713934681497,0.0983361295049963,0.09648260664697147,6.289506488528419,6.724511306783974,0.7222222222222222,False,True,1,False
ENSG00000005893,mann_whitney,1039.0,0.6938424077893857,0.8666185272292772,0.018555094392760523,5.9035613626364025,5.979979865329534,0.7222222222222222,False,True,1,False
ENSG00000005955,mann_whitney,824.0,0.17918576710915035,0.4537739107338526,0.058750112947475404,5.748398462002002,5.987319180683298,0.537037037037037,False,True,2,False
ENSG00000005961,t_test,-0.2365376235898943,0.8135590666412921,0.9270906863035311,0.04011630083779223,2.148267173729846,2.208841240125426,1.0,True,False,0,False
ENSG00000005981,mann_whitney,1099.0,0.2868911535832047,0.5745532248917046,-1.1742133373467971,0.38939163357206924,0.17254929143723996,0.4444444444444444,False,True,2,False
ENSG00000006007,mann_whitney,636.0,0.004115593014453175,0.06343975308420607,0.13360307360225432,4.634764882257578,5.084476452078258,0.4444444444444444,False,True,2,False
ENSG00000006015,welch_t_test,-0.7680041483905938,0.44452354741916766,0.7099511025737042,0.04611333118702702,3.2802545191173267,3.3867960015121947,0.8148148148148148,False,True,1,False
ENSG00000006016,mann_whitney,564.0,0.0005532934878188182,0.022716745146178056,0.20218018080502326,5.908280314980946,6.797095798601877,0.7222222222222222,False,True,1,False
ENSG00000006025,mann_whitney,807.0,0.13854122096147398,0.3975994281278106,0.14445537998008837,3.857649194066198,4.263911025556503,0.537037037037037,False,True,2,False
ENSG00000006042,mann_whitney,722.0,0.029920564004904227,0.17896455125851415,0.10716411772407519,5.382618602080958,5.797666394585717,0.4444444444444444,False,True,2,False
ENSG00000006047,mann_whitney,737.0,0.040422789507048244,0.21035565952785135,0.203493917561515,3.6114639733731577,4.158541692586448,0.537037037037037,False,True,2,False
ENSG00000006062,mann_whitney,940.0,0.6878577029744708,0.8632644804844926,0.04895796476413372,3.883975282419792,4.018040161351101,0.8148148148148148,False,True,1,False
ENSG00000006071,mann_whitney,897.5,0.4528357552720258,0.7154589409866977,0.04775752769753918,1.2283842009075234,1.269727922992301,0.4444444444444444,False,True,2,False
ENSG00000006074,mann_whitney,910.0,0.4575100046359737,0.7190839711769264,0.34844490203544065,0.4212386606407209,0.5363157987626638,0.4444444444444444,False,True,2,False
ENSG00000006075,mann_whitney,772.0,0.07045959690235647,0.28197305017333807,0.4765634295109256,0.760025588358349,1.0575188111985374,0.4444444444444444,False,True,2,False
ENSG00000006114,mann_whitney,923.0,0.5893753604785692,0.8079054631678483,0.03545665205192403,6.53020721756945,6.692686441858209,0.537037037037037,False,True,2,False
ENSG00000006116,mann_whitney,1083.5,0.21481227816147663,0.498627528253906,-1.2922071870214114,0.15905051540421605,0.06494443708933906,0.4444444444444444,False,True,2,False
ENSG00000006118,mann_whitney,805.0,0.1342688953760754,0.39182439294902094,0.11033761172922947,5.443395385091897,5.876040920640069,0.7222222222222222,False,True,1,False
ENSG00000006125,mann_whitney,1004.0,0.9127491590758426,0.9680112541085251,0.01988722574115649,7.4217313449914535,7.524746627598857,0.7222222222222222,False,True,1,False
ENSG00000006128,mann_whitney,970.0,0.8237095517397632,0.9306905905656688,-0.07165579307949098,0.17514253065561822,0.16665604744191032,0.4444444444444444,False,True,2,False
ENSG00000006194,mann_whitney,558.0,0.000461377649135307,0.021107833591785197,0.13963861224796564,5.334296426361127,5.876416325100452,0.7222222222222222,False,True,1,False
ENSG00000006210,mann_whitney,1024.0,0.7856990490777804,0.9127091629303231,0.01031933253274892,3.379009656789353,3.4032657382018328,0.8148148148148148,False,True,1,False
ENSG00000006282,mann_whitney,873.0,0.34437200154933467,0.6265724386187046,0.08966512743016548,4.871715200165459,5.184104943208939,0.7222222222222222,False,True,1,False
ENSG00000006283,mann_whitney,834.0,0.20691203066734343,0.4880298402907682,0.0362975730286916,7.270207406423501,7.455443081778828,0.4444444444444444,False,True,2,False
ENSG00000006327,t_test,0.8084670450192959,0.4209776040744694,0.6924964564002376,-0.12037789638798405,3.0175212830612654,2.7759585963994593,1.0,True,False,0,False
ENSG00000006377,mann_whitney,1191.0,0.10316400338858973,0.3431362825318672,-0.37914563373806776,2.45305760450453,1.8861383187101244,0.537037037037037,False,True,2,False
ENSG00000006432,mann_whitney,783.0,0.09373051584337411,0.3283281909371364,0.23241692676000084,3.148973877200205,3.6994190137012737,0.8148148148148148,False,True,1,False
ENSG00000006451,mann_whitney,841.0,0.2280924241301413,0.5133022385289828,0.07998391539705861,4.982510597117922,5.266544871420666,0.7222222222222222,False,True,1,False
ENSG00000006453,mann_whitney,993.0,0.9838112102230256,0.9945528634263371,0.004839650424371838,4.0382540849708946,4.051823519149145,0.8148148148148148,False,True,1,False
ENSG00000006459,mann_whitney,744.0,0.04630753556423374,0.22456153538622606,0.13939577657158464,5.484533620326615,6.040905098258684,0.4444444444444444,False,True,2,False
ENSG00000006468,mann_whitney,877.0,0.36119183675171307,0.6415662635052777,0.08267485486806381,5.198290569621159,5.504883885969982,0.6296296296296295,False,True,2,False
ENSG00000006530,mann_whitney,752.0,0.0538989262684344,0.24258972750546506,0.09570477581113013,4.880101300600287,5.214814271271197,0.4444444444444444,False,True,2,False
ENSG00000006534,mann_whitney,1062.0,0.5609859409854712,0.7896880485666311,-0.12332514808415937,1.6881075683693256,1.5497996132417007,0.4444444444444444,False,True,2,False
ENSG00000006555,mann_whitney,951.0,0.7521787618483766,0.8982258423458943,0.14568564682854634,1.2325937976433965,1.3635646309508962,0.4444444444444444,False,True,2,False
ENSG00000006576,mann_whitney,922.0,0.5837895142301719,0.8036073004733001,0.041720189974514085,5.858426204813386,6.03031491352394,0.7222222222222222,False,True,1,False
ENSG00000006607,mann_whitney,597.0,0.001444082815109691,0.03684462364006274,0.137658676348276,5.772511872007352,6.350445972219138,0.7222222222222222,False,True,1,False
ENSG00000006611,mann_whitney,844.5,0.2389346773587665,0.5255365911750955,0.26049032009909,2.0499394684659653,2.4555932851843125,0.7222222222222222,False,True,1,False
ENSG00000006625,mann_whitney,789.0,0.1036633791707692,0.343208256215563,0.1688039768461626,3.4065687900209816,3.8294131442173245,0.7222222222222222,False,True,1,False
ENSG00000006634,mann_whitney,479.0,3.421269890431671e-05,0.007333629173499923,0.35044636196688067,3.0700568328031723,3.9141844026783548,0.537037037037037,False,True,2,False
ENSG00000006638,t_test,-0.02955334892343527,0.9764894420990142,0.9924309162606931,0.00409914391872753,2.7189146384737435,2.7266509033199937,1.0,True,False,0,False
ENSG00000006652,mann_whitney,646.0,0.005303655512164833,0.0716836180221643,0.15424094578541392,4.6815739888545025,5.209823887905746,0.4444444444444444,False,True,2,False
ENSG00000006695,mann_whitney,810.5,0.14625271596071082,0.4099740202049432,0.12884259192329084,3.170452921343488,3.4666244322710664,0.4444444444444444,False,True,2,False
ENSG00000006704,mann_whitney,741.0,0.043702973199939564,0.21864338053217328,0.1246319845090792,4.708916437340478,5.133800044945103,0.7222222222222222,False,True,1,False
ENSG00000006712,mann_whitney,1070.0,0.5187620798468648,0.7603910707830224,0.027099405611943184,4.10136913240492,4.1791368470573165,0.7222222222222222,False,True,1,False
ENSG00000006715,mann_whitney,959.0,0.8044821496973549,0.9221327521017222,0.04853985100273109,6.549814044633087,6.773933381990631,0.7222222222222222,False,True,1,False
ENSG00000006740,t_test,-0.5705947245348859,0.5697122328994737,0.7950444320597033,0.04349498037189756,3.9575838672127164,4.078715569802276,1.0,True,False,0,False
ENSG00000006744,mann_whitney,816.5,0.16027568671385684,0.4300507114872249,0.06136345607847562,4.947167900288295,5.162129447874515,0.4444444444444444,False,True,2,False
ENSG00000006747,mann_whitney,901.0,0.47158074662375116,0.7287886950042857,-0.03057850974234365,1.130210016412886,1.106506840808406,0.7222222222222222,False,True,1,False
ENSG00000006756,mann_whitney,694.0,0.016466876073101884,0.12921442305733827,0.19420071804811426,4.640015826948988,5.308596339102231,0.8148148148148148,False,True,1,False
ENSG00000006757,mann_whitney,474.0,2.86326663736948e-05,0.006469451479437058,0.4018986966335314,2.778653986113686,3.6712844280620254,0.35185185185185175,False,True,3,False
ENSG00000006788,mann_whitney,1047.5,0.5308255229638152,0.7687159136358913,-0.563150520326298,0.32455290749475957,0.2196647170791236,0.4444444444444444,False,True,2,False
ENSG00000006831,mann_whitney,767.0,0.07093368076883165,0.2822519696255469,0.08509504274136315,5.477502826234912,5.810302863154974,0.537037037037037,False,True,2,False
ENSG00000006837,mann_whitney,1086.0,0.43826846765154104,0.7049060086543533,-0.04616788664986392,2.888759407423853,2.797779309365462,0.7222222222222222,False,True,1,False
ENSG00000007001,mann_whitney,802.0,0.12749929185042927,0.3821634571846898,0.3231946495921091,1.0843416506616972,1.3566175271873375,0.7222222222222222,False,True,1,False
ENSG00000007038,welch_t_test,-0.843547339023365,0.40231181342690236,0.676625675588809,0.18572473397603168,1.9423204193261638,2.2091723132277203,0.8148148148148148,False,True,1,False
ENSG00000007047,mann_whitney,839.0,0.22188916372928125,0.5056546610192353,0.07687850573428072,4.897738505385242,5.165808829960424,0.537037037037037,False,True,2,False
ENSG00000007062,mann_whitney,1005.0,0.9062535663590856,0.9656937352954289,-0.07952759738704403,2.4028644436922475,2.27399276561815,0.537037037037037,False,True,2,False
ENSG00000007080,welch_t_test,-0.5727089037718202,0.5682952940740247,0.7936773998249974,0.051777382446422535,2.411779111901488,2.4999082782902535,0.7222222222222222,False,True,1,False
ENSG00000007129,mann_whitney,951.5,0.7091606428436494,0.87565833469631,-0.053135465216159965,0.2685828320973843,0.25887068929761453,0.4444444444444444,False,True,2,False
ENSG00000007168,mann_whitney,944.0,0.7119065317595197,0.8761951304890304,0.04598269413268864,7.5221307159924296,7.765743580266264,0.537037037037037,False,True,2,False
ENSG00000007171,mann_whitney,1250.5,0.034506673122234634,0.19367137094027814,-0.6030938215077699,1.3661587914188222,0.8993978617645664,0.7222222222222222,False,True,1,False
ENSG00000007174,mann_whitney,841.0,0.22323860087282088,0.5080068512254687,0.47890485650797426,1.3160718561087443,1.8341900315556243,0.2592592592592592,False,True,3,False
